amount_src,amount_usd,fee,exchange_rate_src_to_dest,ip_risk_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,account_age_days,device_trust_score,kyc_tier,home_country_CA,home_country_UK,home_country_UNKNOWN,home_country_US,source_currency_CAD,source_currency_GBP,source_currency_USD,dest_currency_CAD,dest_currency_CNY,dest_currency_EUR,dest_currency_GBP,dest_currency_INR,dest_currency_MXN,dest_currency_NGN,dest_currency_PHP,dest_currency_USD,channel_ATM,channel_MOBILE,channel_UNKNOWN,channel_WEB,ip_country_CA,ip_country_UK,ip_country_UNKNOWN,ip_country_US,new_device,location_mismatch,hour_sin,hour_cos,is_fraud
0.5587732010329507,0.5437154457255171,0.2748266338560504,-0.8809884382697662,-1.339161133797275,-0.20759336428980488,-0.15774724053342054,-0.3575077885383567,-0.4913160269855601,-0.5848294517413913,0.23948811700182815,0.5201207243460765,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0
0.2830741577246765,-0.038214449466988175,0.27140168929519354,0.23459082902392614,0.9481034418305451,-0.20759336428980488,0.22415126532166765,-0.3575077885383567,1.8744367931018713,-0.5848294517413913,0.8647166361974407,0.47283702213279677,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8660254037844386,0.5000000000000001,0
0.013656868716734572,0.002301948459410107,-0.44179385693722784,-0.04875152097083362,0.4946354204569961,-0.20759336428980488,-0.6247393564214122,-0.3575077885383567,-0.4913160269855601,-0.5848294517413913,0.33455210237659966,0.9396378269617706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,0
-1.1793889341681778,-1.1749863395306646,-0.7818195875891052,-1.039430533205319,1.0210547784650896,-0.20759336428980488,1.023780461844648,-0.3575077885383567,-0.4913160269855601,-0.5848294517413913,0.13345521023765997,0.5492957746478874,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25881904510252074,0.9659258262890683,0
0.246328671606706,0.23309264989654432,0.029903515655288846,0.9795154649753268,-1.3562299434846241,-0.20759336428980488,0.13604439977362476,-0.3575077885383567,-0.4913160269855601,-0.5848294517413913,0.2340036563071298,0.8943661971830986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,-0.7071067811865475,0
1.1018294385637046,1.0857370199037886,1.166919616803993,-1.0948588605985623,-1.5963005263304801,-0.20759336428980488,0.8561099720443553,-0.3575077885383567,-0.4913160269855601,-0.5848294517413913,0.5621572212065814,0.7012072434607645,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2246467991473532e-16,-1.0,0
-0.06299135887221632,-0.4073938519729765,-0.6963974491764802,-1.1978468694370994,-0.14249910227732993,-0.20759336428980488,0.22415126532166765,-0.3575077885383567,-0.4913160269855601,-0.5848294517413913,0.8647166361974407,0.6237424547283702,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0
0.5531865438477106,0.2509903561282406,0.6505194195941552,0.8786133598551125,-1.6616061157947084,-0.20759336428980488,0.03617479106812493,-0.3575077885383567,1.8744367931018713,1.6294078900017188,0.9506398537477149,0.8672032193158953,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0
-0.5230913794729375,-0.5285487435527129,-0.6372904619232622,-1.039430533205319,-0.8754847162730818,-0.20759336428980488,-0.6247393564214122,-0.3575077885383567,-0.4913160269855601,-0.5848294517413913,0.33455210237659966,0.9396378269617706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,0
0.6353105454008715,0.6199368362835836,0.5710406076287504,0.8621750888962386,0.3976256783034575,-0.20759336428980488,0.05309963218552704,-0.3575077885383567,-0.4913160269855601,1.5223677506802509,0.9277879341864717,0.9446680080482897,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,1
